191	Which famous soccer player of Brazil passed away recently?	['Pelé']	0
192	What is the name of the most recent episode of The Lord of the Rings: The Rings of Power?	['Alloyed']	0
193	What is Amazon Prime Video's most watched premiere ever?	['The Lord of the Rings: The Rings of Power']	0
194	What is the name of NASA's new telescope that allows us to see deeper into space than ever before?	['The James Webb Space Telescope']	0
195	Who is the current Prime Minister of the United Kingdom?	['Rishi Sunak']	0
196	Who is the most recent woman to become President of Peru?	['Dina Boluarte']	0
197	What is the most recent outbreak declared as a public health emergency of international concern by WHO?	['Monkeypox']	0
198	How many vehicle models does Tesla offer?	['5']	0
199	What's the latest major version of the .NET?	['.NET 7']	0
200	What country recently invaded Ukraine?	['Russia']	0
201	Who did Magnus Carlsen recently accuse of cheating in chess?	['Hans Niemann']	0
202	How many FIFA World Cups has Argentina won?	['3']	0
203	Who is the English monarch?	['King Charles III']	0
204	What club does Lewandowski play for?	['Barcelona']	0
205	Who was the last person to buy Twitter?	['Elon Musk']	0
206	How much does Costco Executive membership cost annually?	['$120']	0
207	What company recently invented a way to speed up matrix multiplication via AI?	['Google Deepmind']	0
208	Who is the LA county sheriff?	['Robert Luna']	0
209	Which is the most recent team to advance to consecutive FIFA World Cup finals?	['France']	0
210	Who won the biggest single-tournament payday in tennis history?	['Novak Djokovic']	0
211	How many Women's Rugby World Cup titles has New Zealand won?	['six']	0
212	How many total Nazca geoglyphs have been discovered so far?	['358']	0
213	Who is the most recent female recipient of the Fields Medal?	['Maryna Viazovska']	0
214	When will be the next common year starting on Saturday?	['2033']	0
215	What is the most expensive page of a comic book ever sold at auction?	['Original artwork of Spider-Man in a black suit, by Mike Zeck']	0
216	What is the name of the world's fastest supercomputer?	['Frontier']	0
217	Where was the world's oldest DNA found?	['Greenland']	0
218	On what date did Kendrick Lamar release his most recent studio album?	['May 13, 2022']	0
219	What was the Weeknd's last studio album titled?	['Dawn FM']	0
220	Which team holds the record for largest deficit overcome to win an NFL game?	['Minnesota Vikings']	0
221	What is the second highest-grossing Kannada movie of all time?	['Kantara']	0
222	Who is the oldest Brazilian president at the time of inauguration?	['Luiz Inácio Lula da Silva']	0
223	What is the name of Indonesia's future capital city?	['Nusantara']	0
318	Who is the latest winner of the Formula 1 world championship?	['Max Verstappen']	0
319	Who was the winner of The Voice US this year?	['Gina Miles']	1
320	Who was the winner of American Idol this year?	['Iam Tongi']	1
321	How much does the new Apple HomePod cost?	['$299']	1
322	Who is the latest winner of American Idol?	['Iam Tongi']	1
323	What is Geoff Hinton’s h-index?	['180']	1
324	What are this year's Coachella festival dates?	['April 14–16 and April 21–23']	1
326	When is this year's Black Friday?	['November 24']	1
327	When does this year's Passover start?	['Apr 5, 2023']	1
328	Who were the finalists in the US Open women's singles last year?	['Iga Świątek and Ons Jabeur']	1
329	How many papers (including both long and short papers) were accepted into the main conference of ACL last year?	['701 papers (604 long and 97 short) were accepted into the main conference.']	1
330	How many tornadoes have been confirmed so far in the United States this year?	['1,179 confirmed tornadoes']	1
331	How many books has Colleen Hoover published?	['25 books']	1
332	Where will the upcoming International Mathematical Olympiad (IMO) be hosted?	['Bath']	1
333	Who is the latest winner of The Voice US?	['Gina Miles']	1
334	What is the next Walt Disney Animation Studios film?	['Wish']	1
335	How many goals has Erling Haaland scored in the UEFA Champion League?	['39 goals']	1
336	How many goals did Kylian Mbappé score in the UEFA Champion League last season?	['7 goals']	1
337	What date is mother's day in the United States this year?	['Sunday, May 14']	1
338	What date is father's day in the United States this year?	['Sunday, June 18']	1
339	How many citations does Geoffrey Hinton have according to Google Scholar?	['723866']	1
340	Who won the latest Nobel Prize in Literature?	['Jon Fosse']	1
341	Who is the current ATP top-ranked men's singles tennis player?	['Novak Djokovic']	1
342	Where is EMNLP this year? 	['Singapore']	1
343	Which team is at the top of the latest Premier League season?	['Man City']	1
344	Who is the richest man on earth?	['Elon Musk']	1
345	Who is the number 1 ranked female tennis player in the world?	['Iga Świątek']	1
346	What season is it in the northern hemisphere?	['fall']	1
347	What book won the latest Nebula award for Best Novel?	"[""Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution""]"	1
348	Who won the latest NBA championship?	['Denver Nuggets']	1
349	Who won the latest Grammy Award for Best Improvised Jazz Solo?	['Wayne Shorter & Leo Genovese (soloist)']	1
350	Is Arsenal on the top of the latest Premier League standings?	['No']	1
351	How old is Donald Trump?	['77']	1
352	What was the most-viewed music video in the first 24 hours on YouTube?	"[""BTS (방탄소년단) 'Butter' Official MV""]"	1
354	What date was the last time it rained in New York City?	['Nov 1, 2023']	1
355	Is Apple's stock price above $170 per share?	['Yes']	1
356	How much does the Netflix basic plan without ads cost in the US?	['$15.49']	1
357	On what date did the Patriots last play the Miami Dolphins?	['Oct 29, 2023']	1
358	Which game won the Spiel des Jahres award most recently?	['Dorfromantik']	1
359	Which broadcast network is this year's Super Bowl broadcaster?	['Fox']	1
360	What was the highest-grossing film in the United States last year?	['Top Gun: Maverick']	1
361	What Berber year corresponds to the present year?	['2973']	1
362	Who was the guest of honor at the most recent state dinner hosted by the President of the United States?	['Anthony Albanese']	1
363	When is this year's Ramadan?	['Wed, Mar 22 – Fri, Apr 21']	1
364	What is the release name of the latest version of the macOS operating system?	['Sonoma']	1
365	How many novels has Stephen King published?	['66 novels']	1
366	What is the title of Stephen King's most recent novel?	['Holly']	1
367	What is the most recent country that President Joe Biden visited?	['Israel']	1
368	How many exoplanets have been discovered?	['5,539 confirmed exoplanets']	1
369	What date is Thanksgiving this year?	['November 23']	1
370	What date is this year's Labor day?	['September 4']	1
371	Who won the most recent Super Bowl?	['Kansas City Chiefs']	1
372	Who is the current No. 1 on the Billboard Artist 100?	['Taylor Swift']	1
373	What is the current best-selling children's book on Amazon?	['How to Catch a Turkey']	1
374	What won the latest Academy Award for Best Animated Feature?	"[""Guillermo del Toro's Pinocchio""]"	1
375	What is the latest version of Android?	['Android 14']	1
376	What is the current most popular Wikipedia article of the Week?	['Matthew Perry']	1
377	Where will NeurIPS be located this year?	['New Orleans']	1
378	Which movie won the latest Academy Award for Best Picture?	['Everything Everywhere All at Once']	1
379	What is the latest highest-grossing movie of the week at the Box office?	"[""Five Nights at Freddy's""]"	1
380	Who is the starting running back for the San Francisco 49ers?	['Christian McCaffrey']	1
382	On what date in North America did the most recent Microsoft's Patch Tuesday come out?	['Oct 10, 2023']	1
383	The upcoming Microsoft's Patch Tuesday will come out on what date in North America?	['Nov 14, 2023']	1
384	Who is the most recent NBA player to score 60 or more points in a single game?	['Damian Lillard']	1
385	What is the host stadium of this year's Super Bowl?	['State Farm Stadium']	1
386	What is the latest United States jurisdiction to legalize the recreational use of cannabis?	['Minnesota']	1
387	On what date was last year's State of the Union Address delivered?	['Mar 1, 2022']	1
388	What video game won the most recent Game Award for Game of the Year?	['Elden Ring']	0
389	The longest winning streak in the last season of the Premier League consisted of how many matches?	['12']	0
390	Who is the latest MotoGP World Riders' Champion?	['Francesco Bagnaia']	0
391	What is the youngest age eligible for COVID-19 vaccination in the United States?	['6 months']	0
392	Who won the latest Ballon D'or?	['Lionel Messi']	1
393	When did the latest NFL season begin?	['Sep 7, 2023']	0
394	How many undergraduate students enrolled in Reed College in the most recent fall semester?	['1,439']	0
395	Where was the most recent IJCAI conference held?	['Macao']	0
396	What's the current Tomatometer score of The Lord of the Rings: The Rings of Power on Rotten Tomatoes?	['83%']	0
397	What's the current audience score of The Lord of the Rings: The Rings of Power on Rotten Tomatoes?	['38%']	0
398	Which drama series won the most recent Primetime Emmy Award for Outstanding Drama Series?	['Succession']	0
399	What is the most recent Walt Disney Animation Studios's animated film?	['Strange World']	0
400	Who won the most recent Time Magazine's Athlete of the Year?	['Aaron Judge']	0
401	How many countries have recognized same-sex marriage?	['34 countries']	0
402	What's the latest game released by Puppet Combo on Steam?	['Stay out of the House']	0
403	What's the Letterboxd rating for the movie Nope?	['3.8']	0
404	What album holds the record for the most Spotify streams reached in a single day?	['Midnights']	0
526	Who are the current Jeopardy! hosts?	['Mayim Bialik and Ken Jennings']	0
527	What team does LeBron James play for?	['Los Angeles Lakers']	0
528	What is the largest passenger airplane?	['Airbus A380']	0
529	Where is the deepest place on Earth?	['Challenger Deep']	0
530	Who holds the record for most hundreds in one day international men's cricket?	['Sachin Tendulkar and Virat Kohli']	0
531	Which language has the third largest population by number of native speakers?	['English']	0
532	Which GitHub repo has the most stars?	['freeCodeCamp']	0
533	What is the hottest year on record?	['2016']	0
534	Which team is the most recent team to win back-to-back FIFA World Cups?	['Brazil 1962']	0
535	When did the United States last win the FIFA Women's World Cup?	['2019']	0
536	Which club does Angel Di Maria play for?	['Benfica']	1
537	What is the minimum hourly wage in Tokyo right now?	['¥1,113']	1
538	What is the minimum hourly wage in Massachusetts right now?	['$15']	1
539	Will Will Smith attend the next Academy Awards show?	['No, he is banned from show until 2032.']	0
540	Who is the shortest-serving Prime Minister in the history of the United Kingdom?	['Liz Truss']	0
541	How many people from Princeton University have won the Fields Medal? 	['9']	0
542	What is the largest armed conflict in Europe since World War II?	['The Russian invasion of Ukraine']	0
543	What was the largest acquisition deal of a tech company in history?	['Microsoft purchases Activision Blizzard for US$68.7 billion.']	0
565	Which comedy series won the most recent Primetime Emmy Award for Outstanding Comedy Series?	['Ted Lasso']	0
566	What is King Gizzard’s most recent studio album?	['The Silver Cord']	1
567	What month is it?	['November']	1
568	When does this year's Rosh Hashanah start?	['Sep 15, 2023']	1
569	What is the host city of the upcoming International Olympiad in Informatics (IOI)?	['Alexandria, Egypt']	1
570	Which state in the U.S. has the highest death rate of COVID-19 since Jan 1, 2020?	['Mississippi']	1
571	Who won the most recent season of America's Got Talent?	['Adrian Stoica and Hurricane']	1
572	How many doses of the COVID vaccine have been administered in the United States?	['676 million']	1
573	What is the name of the most recent hurricane that affected the Southeastern Coast of the United States?	['Idalia']	1
574	What is the next Columbia Pictures film?	['Napoleon']	1
575	When is the next full moon?	['Nov 27, 2023']	1
576	What won the latest Academy Award for Best Animated Short Film?	['The Boy, the Mole, the Fox and the Horse']	1
577	What is the most recent movie in the Marvel Cinematic Universe?	['The Marvels']	1
578	When is the next Lunar New Year?	['Feb 10, 2024']	1
579	What institution won the most recent ACM-ICPC World Finals?	['Massachusetts Institute of Technology']	0
580	How many people are there in the world?	['8.0 billion']	0
581	How many people have been on the International Space Station?	['273']	0
