377	What caused the shortage of sugar in the domestic market of the Philippines?
378	When did ANEK Lines charter the MS Norman Atlantic ferry?
379	Who will represent Malta in the Eurovision Song Contest 2023?
380	What is the official name of the 2023 Pan American Games?
381	Where will the 58th Academy of Country Music Awards be held?
382	What triggered the protests in Moldova in September 2022?
383	When did the elections for the Legislature of Guam take place?
384	Who presented the 19th National Television Awards?
385	Which clade of the monkeypox virus caused the 2022-2023 mpox outbreak in South America?
386	Who is promoting the Hana Kimura Memorial Show 3?
387	Where did the Aswan tribal clashes take place?
388	What is the focus of the documentary film Virunga?
389	Who organized the anti-government protests during the 2013-2014 Thai political crisis?
390	When was the 2023 Saudi Arabian Grand Prix held?
391	Where was the World Scrabble Championship 2014 held?
392	What country did the Schellenberg smuggling incident take place in?
393	Where did the 2014 UEC European Track Championships in track cycling take place?
394	Where did the 2023 World Baseball Classic Pool B take place?
395	Where did the beheading of Palmira Silva take place?
396	Where was the 2014 National Coalition Party leadership election held?
397	When were the 43rd Golden Raspberry Awards held?
398	Who sought to raise money for the child she was carrying as a surrogate mother?
399	When did the Heywood and Middleton by-election take place?
400	When did the 2014 Sundarbans oil spill occur?
401	Who was crowned Miss Brazil 2014?
402	Where was the Blood Swept Lands and Seas of Red art installation located?
403	When will the 2023 Gagauz gubernatorial election be held?
404	Where did the capsizing of the overcrowded yacht and dinghy carrying migrants occur?
405	When was Intel Blockscale cancelled?
406	When was the Suez Canal Corridor Area Project launched?
407	When was ARSAT-1 launched into orbit?
408	When will the 44th Sports Emmy Awards be presented?
409	When was Tailte Éireann established?
410	Where was the 40th G7 summit held?
411	What is gutter oil?
412	In which region is Operation Okra, the Australian Defence Force's intervention against the Islamic State, taking place?
413	What was the purpose of the International Year of Crystallography in 2014?
414	Who is the newly-appointed Israeli Justice Minister?
415	When will the 34th GLAAD Media Awards be held?
416	When is the 2023 Africa Magic Viewers' Choice Awards scheduled to take place?
417	Who did the International Criminal Court issue arrest warrants for as part of its investigation?
418	When was the 2014 West Midlands Police and Crime Commissioner by-election held?
419	Who won the general elections in Antigua and Barbuda in 2014?
420	Which country will host the 2023 South American summit?
421	Who were the defending champions in the tournament?
422	What is the stance of the United States on the ongoing Russian invasion of Ukraine?
423	When did the 2023 Stanley Cup playoffs begin?
424	When did the Lucha Libre World Cup take place?
425	What events were the 2023 Brazilian Congress attack compared to?
426	What is the name of the planned Chinese spaceflight to the Tiangong space station?
427	When were the six defendants in the Arab Sharkas case executed?
428	How many migrants were reported missing after the boat sank off the Tunisian coast?
429	Why did the 2014 Burkina Faso uprising begin?
430	What does entertainment journalism focus on?
431	Who is the president of Cyprus?
432	Who won the 2014 Coupe de France Final?
433	How many people were killed in the mass shooting at the Old National Bank in Louisville, Kentucky?
434	When will the 2023 Madrid City Council election be held?
435	When did the protests in Ireland regarding temporary refugee shelters begin?
436	Which two criminal gangs were involved in the negotiations with the Salvadoran government and the Catholic Church?
437	What organization presents the British Academy Television Craft Awards?
438	Where was Miss France 2015 held?
439	What is the Northern Rocky Mountains ecosystem known for?
440	When did Wrestle Kingdom 8 take place?
441	What happened to Brazil's Gross Domestic Product (GDP) in 2015 and 2016?
442	What is the significance of the Kasta Tomb in Greece?
443	Where will Miss Teen USA 2023 be held?
444	Who founded the band The Reddings?
445	How many satellites are initially planned to be a part of the Indian Data Relay Satellite System?
446	When will the 15th Terengganu state election be held?
447	Who prepared the Action Plan against Disinformation?
448	When did the first investigation of Operation Car Wash in Brazil begin?
449	When was the Demise Honours list released?
450	Where is the Flanders Fields Memorial Garden located?
451	Why was the indirect presidential election in Vietnam held early?
452	Where was the Chinese-operated high-altitude balloon spotted in North American airspace?
453	What was the aircraft model of Ethiopian Airlines Flight 702?
454	What was GlaxoSmithKline (GSK) accused of in the GSK China scandal?
455	When will the 15th Penang state election be held?
456	Who presided over the 15th Annual British Academy Television Craft Awards?
457	Where will Puteri Indonesia 2023 be held?
458	In which country will Miss Universe 2023 be held?
459	When did the Dublin Airport drone incidents occur?
460	Who held the position of Minister of the Mainland Affairs Council (MAC) of the Republic of China (ROC) during the groundbreaking diplomatic meetings in 2014?
461	When is the scheduled date for the 2023 AIR Awards?
462	When will the 15th Selangor state election be held?
463	In which country did Belarus participate in the Junior Eurovision Song Contest 2014?
464	When are the 2022 Asian Games scheduled to take place?
465	Where did the 2014 European Aquatics Championships take place?
466	Who won the 2014 Belgian Cup Final?
467	What is the purpose of Operation Kaveri?
468	When are the general elections expected to be held in the Democratic Republic of the Congo?
469	Who represented Belarus in the Eurovision Song Contest 2014?
470	When was the II CELAC summit held?
471	How many football clubs will be competing in the 2022-23 Bangladesh Championship League?
472	What event led to the political persecution of Maria Moskaylova?
473	When did the Willis Resilience Expedition take place in Antarctica?
474	Who hosted the 2014 Laurence Olivier Awards?
475	Who took over as the president of the Central African Republic in April 2013?
476	When was the Hampden Bridge officially opened to traffic?
477	What is the objective of Operation Wuambushu in Mayotte?
478	When did Georgia join the war in Afghanistan?
479	How many members are there in the sub-unit NCT DoJaeJung?
480	When and where was the 7th Crunchyroll Anime Awards held?
481	What were the protesters in the Ettehadiya case demanding?
482	Which coalition won an absolute majority in the parliamentary elections in Andorra in 2023?
483	Who was the incumbent president of Afghanistan during the 2014 presidential elections?
484	When did the Global Wars professional wrestling supershow take place?
485	When did the major fire break out at the Bhrahmapuram landfill site?
486	When are the appointments to Canadian Honours usually announced and published?
487	Where is Dzhumaya Mosque located?
488	How many refugees fleeing Ukraine have been recorded in Europe?
489	When did the Ebola virus outbreak occur in the Democratic Republic of the Congo?
490	When did the Double Salary saga occur in Ghana?
491	Where will the 2023 FIBA Under-19 Women's Basketball World Cup be hosted?
492	When was Cream Soda founded?
493	How many seasons had the Toronto Blue Jays played at Rogers Centre before the 2014 season?
494	What is the scope of the international agreement on plastics currently being negotiated by UN Member States?
495	Which country was affected by Tropical Cyclone Cheneso in January 2023?
496	Which professional wrestling promotion is promoting and producing Triplemanía XXXI?
497	What was the biggest hit song by The Dazz Band?
498	When was the 2015 World Junior Ice Hockey Championships held?
499	Where did Air Algérie Flight 5017 crash?
500	What type of courts were used for the 2014 Kremlin Cup tennis tournament?
501	Where was the 2023 State of the Union Address delivered?
502	What caused the 2023 Nigerian currency crisis?
503	What is the name of the case in which the Supreme Court granted special leave to appeal for a queer petitioner?
504	When did the 2023 New Zealand census take place?
505	When and where will Miss Grand Vietnam 2023 be held?
506	Where was the 2014 DFB-Pokal Final held?
507	How many Palestinians died in the Israeli army's military operation in Nablus?
508	What was the outcome of the Stichting Shell Pensioenfonds v Krys case?
509	In what year was the title of Viscount Knollys created?
510	Where did the murder of Jacqueline Montgomery take place?
511	When did the crowd crush occur in the Old City of Sanaa, Yemen?
512	How many infants' bodies were discovered in the Oulu child murders case?
513	Where was the 2014 FIBA World Championship for Women held?
514	When were the general elections held in Bolivia under the country's 2009 constitution?
515	When was the 20th Korean Music Awards held?
516	Which unions were primarily involved in the postal worker strikes in the United Kingdom?
517	When did the 2014-2015 eruption of Fogo begin?
518	Who was re-elected as the president of the Republika Srpska in the 2014 general elections?
519	What was Mikhail Simonov convicted for?
520	Where was Alice Gross's body found?
521	When was Jullebee Ranara's body found in the desert?
522	Where was the first locally transmitted case of chikungunya in the Americas reported?
523	Who was the head of the main jury at the 36th Moscow International Film Festival?
524	When was the 2014 United Nations Security Council election held?
525	When did the state visit of Michael D. Higgins to the United Kingdom take place?
526	When did the 2014 Brisbane hailstorm occur?
527	Where was the women's Wheelchair Basketball World Championship tournament held in 2014?
528	What is the purpose of a news bureau?
529	When was the United Nations High Seas Treaty agreed upon?
530	When did World War I end?
531	How many people were killed in the shooting at the Jewish Museum of Belgium?
532	Which political party won the parliamentary elections in Estonia on 5 March 2023?
533	Where did the 1st Ikon Awards ceremony take place?
534	When did the Euromaidan protests begin in Ukraine?
535	What were the defendants in the R v Incedal and Rarmoul-Bouhadjar case suspected of?
536	Where was the 2023 Princess Auto Players' Championship held?
